DISTRITO	ESTADO	LONGITUDE	LATITUDE
SÃO GONÇALO DO RIO PRETO	MINAS GERAIS	-43.3845437324083	-18.0063941614788
FELISBURGO	MINAS GERAIS	-40.7585704995432	-16.6383331500748
FELIXLÂNDIA	MINAS GERAIS	-44.8965866173716	-18.7543565615242
SÃO GERALDO DO SALTO	MINAS GERAIS	-44.9858800752707	-18.6949558807758
SÃO JOSÉ DO BURITI	MINAS GERAIS	-45.1555216549218	-18.7140160215305
LAGOA DO MEIO	MINAS GERAIS	-45.0683254730249	-18.7656602937454
FERNANDES TOURINHO	MINAS GERAIS	-42.0809784803541	-19.1510006449856
SENHORA DA PENHA	MINAS GERAIS	-42.1467570508245	-19.102504478271
FERROS	MINAS GERAIS	-43.0197136171061	-19.2364195947071
BORBA GATO	MINAS GERAIS	-43.0022989639305	-19.131555885478
CUBAS	MINAS GERAIS	-42.7923758068024	-19.2884825206742
ESMERALDAS DE FERROS	MINAS GERAIS	-42.8790012514855	-19.3330081386721
SANTA RITA DO RIO DO PEIXE	MINAS GERAIS	-43.1511778785552	-19.1382094882697
POVOADO DE MAR VERMELHO	MINAS GERAIS	-43.0744028164466	-19.2004533354712
SANTO ANTÔNIO DA FORTALEZA	MINAS GERAIS	-42.895998426519	-19.1654346282681
SETE CACHOEIRAS	MINAS GERAIS	-42.8793072560841	-19.2235966340755
FERVEDOURO	MINAS GERAIS	-42.2781805292377	-20.7327756857738
BOM JESUS DO MADEIRA	MINAS GERAIS	-42.4234751789697	-20.7232470538557
SÃO PEDRO DO GLÓRIA	MINAS GERAIS	-42.3700947530201	-20.7089505614148
FLORESTAL	MINAS GERAIS	-44.4301155625427	-19.8945182324972
CACHOEIRA DAS ALMAS	MINAS GERAIS	-44.4910422306866	-19.8657165951556
GAMELEIRA	MINAS GERAIS	-44.4602431157606	-19.8517664185079
FORMIGA	MINAS GERAIS	-45.4264281831415	-20.4648835524537
ALBERTOS	MINAS GERAIS	-45.4932562718198	-20.5738845615731
BAIÕES	MINAS GERAIS	-45.3249910573745	-20.6118467778703
PONTEVILA	MINAS GERAIS	-45.5851073961236	-20.5348839504939
FURNAS NAUTICO CLUBE	MINAS GERAIS	-45.6139433366812	-20.5412501274379
RECANTO DA LAGOA	MINAS GERAIS	-45.6280239699617	-20.5453591689302
FORMOSO	MINAS GERAIS	-46.239979536778	-14.9517425978891
GOIASMINAS	MINAS GERAIS	-46.5001493824339	-15.0559987145848
FORTALEZA DE MINAS	MINAS GERAIS	-46.7126434064402	-20.8484925119899
FORTUNA DE MINAS	MINAS GERAIS	-44.4433970450287	-19.5639009597139
FRANCISCO BADARÓ	MINAS GERAIS	-42.3497731636506	-16.9906912878231
BARREIROS	MINAS GERAIS	-42.356557122576	-17.1035801621011
TOCOIÓS DE MINAS	MINAS GERAIS	-42.3932993300471	-17.0576584687697
FRANCISCO DUMONT	MINAS GERAIS	-44.2342065277647	-17.3199488056432
COVANCAS	MINAS GERAIS	-44.3770365521802	-17.455172191328
FRANCISCO SÁ	MINAS GERAIS	-43.488735281491	-16.4756808656879
LOTEAMENTO JAIR DE SÁ MIRANDA	MINAS GERAIS	-43.6498682808273	-16.6092052390497
SÍTIO RECREIO LAGOA DA BARRA	MINAS GERAIS	-43.6954624211345	-16.634458354304
CAMARINHAS	MINAS GERAIS	-43.6790875644292	-16.5130029482163
CANABRAVA	MINAS GERAIS	-43.4226483540333	-16.332446418215
SÃO GERALDO	MINAS GERAIS	-43.440653228944	-16.1109098021414
CATUNI	MINAS GERAIS	-43.2709978385461	-16.2407532970137
FRANCISCÓPOLIS	MINAS GERAIS	-42.0073128118949	-17.9590435726149
ANTÔNIO FERREIRA	MINAS GERAIS	-41.9132521977177	-17.9284965673922
NORETE	MINAS GERAIS	-41.9735621949374	-17.9063131296026
FREI GASPAR	MINAS GERAIS	-41.4294207855596	-18.0711850280915
CIBRÃO	MINAS GERAIS	-41.595410970869	-18.2096863396316
CACHOEIRA DE ARANA	MINAS GERAIS	-41.547630601729	-18.0738347490344
FREI INOCÊNCIO	MINAS GERAIS	-41.9012165865176	-18.5617897297728
BRASILÂNDIA	MINAS GERAIS	-41.9492342320496	-18.3983153176741
BOM JESUS DO PRATA	MINAS GERAIS	-41.7492040726813	-18.5727088820673
FREI LAGONEGRO	MINAS GERAIS	-42.7652952385537	-18.1650807120668
SÃO JOAQUIM	MINAS GERAIS	-42.7026292026134	-18.1754765108765
FRONTEIRA	MINAS GERAIS	-49.2042820251303	-20.2883005578685
PARQUE FLORIANÓPOLIS	MINAS GERAIS	-49.2120857951772	-20.3032829816488
ENSEADA AZUL	MINAS GERAIS	-49.1772444423922	-20.2894876524709
ENSEADA AZUL III	MINAS GERAIS	-49.1630873531247	-20.2860121532039
NAUTICO CLUBE	MINAS GERAIS	-49.0919436716923	-20.1928994802141
SANTO ANTÔNIO DO RIO GRANDE	MINAS GERAIS	-49.1708109805124	-20.2546343028449
JARDIM VERANEIO	MINAS GERAIS	-49.1500168516293	-20.2803168579065
MEU CHÃO	MINAS GERAIS	-49.1438955960204	-20.2754493837358
PARQUE SANTA MONICA	MINAS GERAIS	-49.1310752685574	-20.2576805631456
FRONTEIRA DOS VALES	MINAS GERAIS	-40.9250786594486	-16.8920152174495
MONTE CASTELO	MINAS GERAIS	-40.7601255204775	-16.8845091929111
FRUTA DE LEITE	MINAS GERAIS	-42.5322219360174	-16.1164184229985
LAGOINHA	MINAS GERAIS	-42.441256876324	-16.0946824252324
MARTINÓPOLIS	MINAS GERAIS	-42.4806642132366	-16.0638363080392
FRUTAL	MINAS GERAIS	-48.9391537102571	-20.0258978750723
PRADOLÂNDIA	MINAS GERAIS	-49.0876070761973	-20.0994878886258
ÁGUA SANTA	MINAS GERAIS	-49.0571246352235	-19.9237773135934
GARIMPO DO BANDEIRA	MINAS GERAIS	-48.7627110717483	-20.1251775707833
BOA ESPERANÇA	MINAS GERAIS	-49.190014603261	-19.9471771835216
VILA BARROSO	MINAS GERAIS	-48.9212067070858	-20.3800703439176
APARECIDA DE MINAS	MINAS GERAIS	-49.2348442352728	-20.1115196467199
FUNILÂNDIA	MINAS GERAIS	-44.0630858803589	-19.3699873329839
FAZENDA PATRONATO	MINAS GERAIS	-44.1069758562529	-19.303609100086
SÃO BENTO	MINAS GERAIS	-44.0250919591709	-19.4144575280502
GALILÉIA	MINAS GERAIS	-41.5361971686177	-19.0054736424555
SÃO SEBASTIÃO DAS LARANJEIRAS	MINAS GERAIS	-41.4894091011383	-18.9475985968371
SANTA CRUZ DE GALILÉIA	MINAS GERAIS	-41.598016727697	-18.9240364971233
SAPUCAIA DO NORTE	MINAS GERAIS	-41.5131359236055	-18.8422629491344
GAMELEIRAS	MINAS GERAIS	-43.119480839155	-15.0768220675066
ENGENHO	MINAS GERAIS	-43.1191906061733	-15.1726385153749
BREJO DOS MÁRTIRES	MINAS GERAIS	-43.1511541049653	-15.0439369692053
JACU DAS PIRANHAS	MINAS GERAIS	-43.1124278196204	-14.9038797049751
GLAUCILÂNDIA	MINAS GERAIS	-43.696405897757	-16.8502186918182
RIO DAS PEDRAS	MINAS GERAIS	-43.6402094033016	-16.9737817714784
GOIABEIRA	MINAS GERAIS	-41.2228216102869	-18.9817133371255
GOIANÁ	MINAS GERAIS	-43.1914823969779	-21.5324178276547
GONÇALVES	MINAS GERAIS	-45.8565920384671	-22.6576191871187
GONZAGA	MINAS GERAIS	-42.4772238728792	-18.824825001353
CONCEIÇÃO DA BREJAÚBA	MINAS GERAIS	-42.4760177880235	-18.8702471233915
GOUVEIA	MINAS GERAIS	-43.7339867457722	-18.4429725027128
ALEXANDRE MASCARENHAS	MINAS GERAIS	-44.04208184952	-18.6392950380578
GOVERNADOR VALADARES	MINAS GERAIS	-41.9470813340288	-18.8528824033103
RECANTO DOS SONHOS	MINAS GERAIS	-41.8072714331094	-18.8560742887535
ALTO DE SANTA HELENA	MINAS GERAIS	-41.5722637414282	-18.6540485365842
BAGUARI	MINAS GERAIS	-42.0707027129607	-18.9573441147758
BREJAUBINHA	MINAS GERAIS	-42.2158117934001	-18.7758875551149
SANTO ANTÔNIO DO PORTO	MINAS GERAIS	-42.1783650847948	-18.7659360519315
CHONIM	MINAS GERAIS	-42.0434185152046	-18.6452180851414
CHONIN DE BAIXO	MINAS GERAIS	-41.9847748071047	-18.6715840047779
DERRIBADINHA	MINAS GERAIS	-41.8540442150882	-18.8603909398484
PENHA DO CASSIANO	MINAS GERAIS	-42.2004004587589	-18.8978908479193
SANTO ANTÔNIO DO PONTAL	MINAS GERAIS	-42.0708110869882	-18.7925974431925
GOIABAL	MINAS GERAIS	-42.3069678170699	-18.756775102252
SÃO JOSÉ DO ITAPINOÃ	MINAS GERAIS	-41.6418513360626	-18.6374440141253
SÃO VÍTOR	MINAS GERAIS	-41.6869837519566	-18.8200085769214
NOVA BRASÍLIA	MINAS GERAIS	-41.6674096173467	-18.6902710752104
VILA NOVA FLORESTA	MINAS GERAIS	-42.2449724335613	-18.9549306549749
GRÃO MOGOL	MINAS GERAIS	-42.888012880146	-16.5664951547914
VALE DAS CANCELAS	MINAS GERAIS	-42.710886140603	-16.3009277648953
BARROCÃO	MINAS GERAIS	-43.2289848497195	-16.406313478447
SÍTIO	MINAS GERAIS	-43.2606388345216	-16.5588678405112
GRUPIARA	MINAS GERAIS	-47.7247984350215	-18.4930238023097
GUANHÃES	MINAS GERAIS	-42.9370490952478	-18.777150790233
CRUZEIRO DO ARICANGA	MINAS GERAIS	-42.8967419700243	-18.8159905575734
CORRENTINHO	MINAS GERAIS	-42.7734256880342	-18.6702479509899
FARIAS	MINAS GERAIS	-42.8249337369171	-19.01136857586
SAPUCAIA DE GUANHÃES	MINAS GERAIS	-42.6180369903229	-18.9204238145675
TAQUARAL DE GUANHÃES	MINAS GERAIS	-42.7956139761363	-18.8848800792944
GUAPÉ	MINAS GERAIS	-45.9183838607042	-20.7567245119628
CAPOEIRINHA	MINAS GERAIS	-45.830719992151	-20.7588278511279
SANTO ANTÔNIO DAS POSSES	MINAS GERAIS	-46.0302315965327	-20.7870030908324
APARECIDA DO SUL	MINAS GERAIS	-45.9953342874803	-20.7997072719442
PENAS	MINAS GERAIS	-46.0281583891486	-20.7820939377045
ARAÚNA	MINAS GERAIS	-45.9124588141979	-20.6935969925901
GUARACIABA	MINAS GERAIS	-43.0112816471752	-20.5717035009859
PENHA	MINAS GERAIS	-43.1102500973028	-20.5587520955567
SÃO JOAQUIM	MINAS GERAIS	-43.0466756620123	-20.5123609233735
GUARACIAMA	MINAS GERAIS	-43.6687777057549	-17.0115274631445
GUARANÉSIA	MINAS GERAIS	-46.7954912202959	-21.3055603706599
SANTA CRUZ DO PRATA	MINAS GERAIS	-46.7436053857253	-21.208125919856
GUARANI	MINAS GERAIS	-43.0464566840078	-21.3626691859301
GUARARÁ	MINAS GERAIS	-43.0389524781122	-21.7327203008453
GUARDA-MOR	MINAS GERAIS	-47.1010758534975	-17.7712998977844
GUAXUPÉ	MINAS GERAIS	-46.7135372309766	-21.3037814647476
GUIDOVAL	MINAS GERAIS	-42.800817312061	-21.1442385033
GUIMARÂNIA	MINAS GERAIS	-46.7972650323216	-18.8380192150624
GUIRICEMA	MINAS GERAIS	-42.7188124697545	-21.0106733747952
TUIUTINGA	MINAS GERAIS	-42.7128235465414	-21.0930233405291
VILAS BOAS	MINAS GERAIS	-42.6655699956147	-20.9665996771795
DOM SILVÉRIO	MINAS GERAIS	-42.6661404144607	-20.9311160423414
GURINHATÃ	MINAS GERAIS	-49.786273293982	-19.2137484368274
FLOR DE MINAS	MINAS GERAIS	-49.8394661180642	-18.9324250958628
HELIODORA	MINAS GERAIS	-45.5445766340527	-22.0647444405161
IAPU	MINAS GERAIS	-42.2146925147824	-19.4402724492355
SÃO SEBASTIÃO DA BARRA	MINAS GERAIS	-42.2100431936874	-19.2410757285104
IBERTIOGA	MINAS GERAIS	-43.9681238350753	-21.4294724820412
IBIÁ	MINAS GERAIS	-46.5386114189874	-19.4751117153569
ARGENITA	MINAS GERAIS	-46.6822624761346	-19.6727724822983
TOBATI	MINAS GERAIS	-46.392853292835	-19.6009831527612
IBIAÍ	MINAS GERAIS	-44.9141068387179	-16.8598724483642
BARRA DO PACUÍ	MINAS GERAIS	-45.0012431406939	-16.760995476554
BOM JESUS DA BOA VISTA	MINAS GERAIS	-44.6963341964629	-16.897785247506
BOM JESUS DA VEREDA	MINAS GERAIS	-44.75364809446	-16.7851247087289
IBIRACATU	MINAS GERAIS	-44.1677094358321	-15.6654666513271
VERTENTE	MINAS GERAIS	-44.2003428957499	-15.6923755380061
BONANÇA	MINAS GERAIS	-44.2341467330351	-15.7426253548433
CAMPO ALEGRE DE MINAS	MINAS GERAIS	-44.0917574246827	-15.5916435852429
SÃO DOMINGOS	MINAS GERAIS	-44.0931300363157	-15.5613270257815
IBIRACI	MINAS GERAIS	-47.1308034906801	-20.470154879298
VILA RESIDENCIAL DE PEIXOTO	MINAS GERAIS	-47.0692482893102	-20.2966411146034
LAJE	MINAS GERAIS	-47.1070093196791	-20.3131514754168
IBIRITÉ	MINAS GERAIS	-44.0566646387867	-20.0280377506555
PARQUE DURVAL DE BARROS	MINAS GERAIS	-44.0669756282614	-19.9908452805695
IBITIÚRA DE MINAS	MINAS GERAIS	-46.4376032820573	-22.0570551561833
IBITURUNA	MINAS GERAIS	-44.7384635851603	-21.1464850111516
LOTEAMENTO NOVO	MINAS GERAIS	-44.747701727548	-21.1474660811766
ICARAÍ DE MINAS	MINAS GERAIS	-44.9027768020848	-16.2140127770631
MORRINHOS DO BOM JESUS	MINAS GERAIS	-44.9921872144563	-16.3518120956615
NOVA APARECIDA	MINAS GERAIS	-45.0274283503404	-16.2295377111965
SANTOS REIS	MINAS GERAIS	-44.962397051736	-16.1686745269053
CONCEIÇÃO DA VARGEM	MINAS GERAIS	-44.7487463643822	-16.1729879268466
IGARAPÉ	MINAS GERAIS	-44.3011578802931	-20.0699086840598
IGARATINGA	MINAS GERAIS	-44.7004951348527	-19.9538862483495
LIMAS	MINAS GERAIS	-44.7989503671564	-19.8908886017471
VÁRZEA DA CACHOEIRA	MINAS GERAIS	-44.7597818872592	-19.9125106576029
ANTUNES	MINAS GERAIS	-44.7018762649689	-19.9096207188087
LAJINHA	MINAS GERAIS	-44.6850013536162	-19.9108191937829
IGUATAMA	MINAS GERAIS	-45.7091401060063	-20.1760739663705
CORGUINHOS	MINAS GERAIS	-45.8412573570344	-20.2565530830557
IJACI	MINAS GERAIS	-44.9287829737225	-21.1720656158926
BARREIRO	MINAS GERAIS	-44.9764300634356	-21.1389133019361
ILICÍNEA	MINAS GERAIS	-45.8284636231176	-20.9403890167576
IMBÉ DE MINAS	MINAS GERAIS	-41.9624807644967	-19.5958756424763
MANDUCAS	MINAS GERAIS	-42.0088199522933	-19.7205733193172
INCONFIDENTES	MINAS GERAIS	-46.3338013987836	-22.3214871299648
INDAIABIRA	MINAS GERAIS	-42.2035848204661	-15.4923847142697
PINTADO	MINAS GERAIS	-42.3094571965635	-15.4739429799016
BOA VISTA	MINAS GERAIS	-42.2719041089119	-15.5627697879067
BARRA DE ALEGRIA	MINAS GERAIS	-42.0612996320312	-15.4988199717082
INDIANÓPOLIS	MINAS GERAIS	-47.9179923167254	-19.0424949328092
INGAÍ	MINAS GERAIS	-44.9224226367292	-21.4037168147376
INHAPIM	MINAS GERAIS	-42.1219309349806	-19.5501147218179
SÃO JOSÉ DO TAQUARAL	MINAS GERAIS	-42.0794698854658	-19.4384631469963
BOM JESUS DO RIO PRETO	MINAS GERAIS	-41.8878729748611	-19.4678662551608
SÃO JOSÉ DO PEIXE	MINAS GERAIS	-41.8238101240149	-19.4749828113356
ITAJUTIBA	MINAS GERAIS	-41.9010659814851	-19.4333751252151
JERUSALÉM	MINAS GERAIS	-42.0015082980474	-19.4093202548909
MACADAME	MINAS GERAIS	-42.057123125732	-19.4768624668686
NOVO HORIZONTE DE INHAPIM	MINAS GERAIS	-41.9279159462076	-19.3712649344032
SANTO ANTÔNIO DO ALEGRE	MINAS GERAIS	-42.2018088094264	-19.5124361295178
SÃO TOMÉ DE MINAS	MINAS GERAIS	-41.6967114409964	-19.5451396508442
TABAJARA	MINAS GERAIS	-41.7686685447071	-19.5863152959333
INHAÚMA	MINAS GERAIS	-44.390945526609	-19.4923673884806
INIMUTABA	MINAS GERAIS	-44.3662617661161	-18.7314405298966
GENTIL DE MATOS	MINAS GERAIS	-44.289680039681	-18.6112265147482
IPABA	MINAS GERAIS	-42.4181656693639	-19.4132508261961
BOACHA	MINAS GERAIS	-42.3628650657475	-19.3738079823805
VALE VERDE DE MINAS	MINAS GERAIS	-42.3557157468572	-19.4447003129988
IPANEMA	MINAS GERAIS	-41.7173533200378	-19.8003359539072
IPATINGA	MINAS GERAIS	-42.5203511114107	-19.481032097265
BARRA ALEGRE	MINAS GERAIS	-42.5909736160521	-19.4388421309596
IPIAÇU	MINAS GERAIS	-49.9457732111112	-18.6948803087203
IPUIÚNA	MINAS GERAIS	-46.1908292322435	-22.0995205122112
VILA BARREIRO	MINAS GERAIS	-46.0914348216784	-22.0897950352321
IRAÍ DE MINAS	MINAS GERAIS	-47.4629914178309	-18.981858345519
ITABIRA	MINAS GERAIS	-43.2239516190304	-19.6381694925835
BARRO BRANCO	MINAS GERAIS	-43.2979254143208	-19.6945070028739
CHAPADA DOS TANOEIROS	MINAS GERAIS	-43.3200182943294	-19.7077119901474
CANDIDÓPOLIS	MINAS GERAIS	-43.2276226827934	-19.713896884484
QUINTAS DA ROCINHA	MINAS GERAIS	-43.1861100406457	-19.5782077140997
VÁRZEA	MINAS GERAIS	-43.1933750443862	-19.5834706003543
IPOEMA	MINAS GERAIS	-43.4322306139646	-19.6225313677837
CONDOMÍNIO RETIRO GARAPA	MINAS GERAIS	-43.3793249980241	-19.6646561951381
SÃO JOSÉ DO MACUCO	MINAS GERAIS	-43.5067353901712	-19.6194243073538
TURVO	MINAS GERAIS	-43.3594412475557	-19.6520603304447
SENHORA DO CARMO	MINAS GERAIS	-43.3728601773417	-19.5144314160022
SERRA DOS ALVES	MINAS GERAIS	-43.4577103690815	-19.5088460502818
ITABIRINHA	MINAS GERAIS	-41.2331827152783	-18.5567992809294
SÃO SEBASTIÃO DO ITABIRINHA	MINAS GERAIS	-41.2218697279974	-18.5099379751322
BOA UNIÃO DE ITABIRINHA	MINAS GERAIS	-41.3053072330164	-18.4951428289709
NOVA UNIÃO	MINAS GERAIS	-41.2974767913562	-18.4617795431798
ITABIRITO	MINAS GERAIS	-43.8021429838628	-20.2541765124384
MARZAGÃO	MINAS GERAIS	-43.8027678085445	-20.2051639745792
POTÕES	MINAS GERAIS	-43.7777240307791	-20.2210145648537
CRUZ DAS ALMAS	MINAS GERAIS	-43.7790995821355	-20.2901118586801
CÓRREGO DO BAÇÃO	MINAS GERAIS	-43.8275642728915	-20.2840757663413
ACONCHEGO DA SERRA	MINAS GERAIS	-43.9484565053388	-20.2623830989515
ACURUÍ	MINAS GERAIS	-43.7244614752479	-20.2081410304482
BAÇÃO	MINAS GERAIS	-43.829941053421	-20.3417489820812
RIBEIRÃO DO EIXO	MINAS GERAIS	-43.9130797437418	-20.3526959959974
SÃO GONÇALO DO MONTE	MINAS GERAIS	-43.7411261718343	-20.23496033196
PORTÕES	MINAS GERAIS	-43.7718635771765	-20.2177138464101
ITACAMBIRA	MINAS GERAIS	-43.3104021870614	-17.0644351817248
ITACARAMBI	MINAS GERAIS	-44.0931858020531	-15.102641864892
ITAGUARA	MINAS GERAIS	-44.4867779577883	-20.3906782170492
PARÁ DOS VILELAS	MINAS GERAIS	-44.6265981922361	-20.4033797103942
ITAIPÉ	MINAS GERAIS	-41.6732295731568	-17.4042316437631
ANO BOM	MINAS GERAIS	-45.4011010909682	-22.3756705992349
ITAJUBÁ	MINAS GERAIS	-45.4645825045045	-22.4306005744942
LOURENÇO VELHO	MINAS GERAIS	-45.3295735184452	-22.3698137146958
ITAMARANDIBA	MINAS GERAIS	-42.8491577569261	-17.8585173258274
SANTA JOANA	MINAS GERAIS	-42.8512309548375	-18.0260032453366
DOM SERAFIM	MINAS GERAIS	-42.9943564252955	-17.8876862016396
CONTRATO	MINAS GERAIS	-42.6770795604215	-17.7737373290874
PADRE JOÃO AFONSO	MINAS GERAIS	-42.6511609170453	-17.9812050008186
PENHA DE FRANÇA	MINAS GERAIS	-43.0703925867021	-18.0318721549017
SANTO ANTÔNIO DA VÁRZEA	MINAS GERAIS	-43.0787458572809	-17.9566272715998
SANTA LUZIA	MINAS GERAIS	-42.904979766628	-18.0938286337552
ITAMARATI DE MINAS	MINAS GERAIS	-42.8185933585145	-21.4194556178374
ITAMBACURI	MINAS GERAIS	-41.6822673820424	-18.0343299628962
SÃO JOSÉ DA FORTUNA	MINAS GERAIS	-41.8103265685903	-18.0079426508586
CAFELÂNDIA	MINAS GERAIS	-41.8603709144377	-18.1320817394386
FREI SERAFIM	MINAS GERAIS	-41.7596162166102	-17.948552432521
GUARATAIA	MINAS GERAIS	-41.8808581544786	-18.2768093928611
ITAMBÉ DO MATO DENTRO	MINAS GERAIS	-43.3228953038647	-19.4209634657341
ITAMOGI	MINAS GERAIS	-47.0474677838902	-21.0784433613415
ITAMONTE	MINAS GERAIS	-44.8682875036049	-22.285126973446
ITANHANDU	MINAS GERAIS	-44.9359219046627	-22.2950796548768
JARDIM	MINAS GERAIS	-44.900781433906	-22.3369733643712
ITANHOMI	MINAS GERAIS	-41.864931837144	-19.1716889295635
SANTA LUZIA DO CARNEIRO	MINAS GERAIS	-41.7365820373917	-19.1652374885405
DIVINO DO SUL	MINAS GERAIS	-41.6698403644863	-19.1388814702011
EDGARD MELO	MINAS GERAIS	-41.929901505646	-19.2159366387729
SÃO FRANCISCO DO JATAÍ	MINAS GERAIS	-41.7777103026583	-19.2257057748598
ITAOBIM	MINAS GERAIS	-41.4989769803723	-16.5595259169948
SÃO JOÃO GRANDE	MINAS GERAIS	-41.4967858326406	-16.6902912861711
ITAPAGIPE	MINAS GERAIS	-49.3698210446178	-19.9032958273788
COQUEIROS	MINAS GERAIS	-49.6364725413598	-19.837386015003
CONDOMÍNIO RANCHOS TOLEDO	MINAS GERAIS	-49.2554123510839	-19.9573770996097
ITAPECERICA	MINAS GERAIS	-45.1246798888931	-20.4728898996102
LAMOUNIER	MINAS GERAIS	-45.0344118764413	-20.474372561366
ALDEIA MUA' MIMATXI - FAZENDA MODELO	MINAS GERAIS	-45.0449282187823	-20.4703787138245
MARILÂNDIA	MINAS GERAIS	-44.9301713689072	-20.364313684445
NEOLÂNDIA	MINAS GERAIS	-45.1512583676845	-20.3425129830795
ITAPEVA	MINAS GERAIS	-46.2195568578145	-22.7697403889152
ITATIAIUÇU	MINAS GERAIS	-44.4291636129271	-20.1986423603592
PINHEIROS	MINAS GERAIS	-44.3792028956144	-20.1791345518003
SANTA TEREZINHA DE MINAS	MINAS GERAIS	-44.3988436279727	-20.228712906019
ITAÚ DE MINAS	MINAS GERAIS	-46.7529537830538	-20.7381893867748
ITAÚNA	MINAS GERAIS	-44.5782765780477	-20.0744355868074
CÓRREGO DO SOLDADO	MINAS GERAIS	-44.5605393738991	-20.1885332205566
CACHOEIRINHA	MINAS GERAIS	-44.6118015991036	-20.1641061400453
CAMPOS	MINAS GERAIS	-44.606520852049	-20.1399566812887
BREJO ALEGRE	MINAS GERAIS	-44.6647806686795	-20.0130299834662
PEDRA	MINAS GERAIS	-44.6545031355113	-20.0090776828031
ITAVERAVA	MINAS GERAIS	-43.6043223481191	-20.6747274709917
MONSENHOR ISIDRO	MINAS GERAIS	-43.634408235326	-20.6156055013852
ITINGA	MINAS GERAIS	-41.7781780721963	-16.60142939198
TAQUARAL	MINAS GERAIS	-41.8668349442132	-16.6951687498346
JACARÉ	MINAS GERAIS	-41.9908507735857	-16.467748150592
ITUETA	MINAS GERAIS	-41.225631912755	-19.3923977847252
BARRA DE SANTO ANTÔNIO	MINAS GERAIS	-41.0353728463843	-19.3436005076224
QUATITUBA	MINAS GERAIS	-41.2493346659857	-19.4150564854743
ITUIUTABA	MINAS GERAIS	-49.4622351892104	-18.973067680916
ITUMIRIM	MINAS GERAIS	-44.8757878460442	-21.313796338098
MACUCO DE MINAS	MINAS GERAIS	-44.7623287489542	-21.2833907991685
ROSÁRIO	MINAS GERAIS	-44.8368230372677	-21.2371846516015
ITURAMA	MINAS GERAIS	-50.2019735753731	-19.7319475242371
ALEXANDRITA	MINAS GERAIS	-50.4569696285298	-19.693925770283
ITUTINGA	MINAS GERAIS	-44.6588381542144	-21.2960563593091
JABOTICATUBAS	MINAS GERAIS	-43.7473336329577	-19.5222886181808
BOM JARDIM	MINAS GERAIS	-43.762609519499	-19.5606491614368
CANTO DA SIRIEMA	MINAS GERAIS	-43.7869136098918	-19.5613578504014
RECANTO SABIÁ	MINAS GERAIS	-43.7858051662456	-19.5457080953687
RECANTO DAS ARARAS	MINAS GERAIS	-43.7866174359708	-19.5862612898303
CONDOMÍNIO MORADA DO LAGO	MINAS GERAIS	-43.8869278643887	-19.5572552485081
BEIJA FLOR	MINAS GERAIS	-43.8819397341373	-19.5667677740157
SÃO SEBASTIÃO DO CAMPINHO	MINAS GERAIS	-43.8136833469747	-19.4946331478239
JOÃO CONGO	MINAS GERAIS	-43.6581822094458	-19.3708003584785
CACHOEIRA DOS PALMARES	MINAS GERAIS	-43.805208308253	-19.6032778039622
PARQUE DAS FLORES	MINAS GERAIS	-43.8779885699164	-19.5509776885111
CHACARA RECANTO DAS ARARAS	MINAS GERAIS	-43.7798154189876	-19.5894772466838
CANTO DA SIRIEMA VIP	MINAS GERAIS	-43.7725700551885	-19.5435835337981
SÃO JOSÉ DA SERRA	MINAS GERAIS	-43.6361345288727	-19.4453336470499
ALMEIDA	MINAS GERAIS	-43.8538271264691	-19.4298352780929
MONTE VERDE	MINAS GERAIS	-43.9249204890196	-19.4806610557092
ALDEIA DA JAGUARA	MINAS GERAIS	-43.9049418721532	-19.4972909151129
ESTÂNCIAS DA MATA	MINAS GERAIS	-43.9064710766997	-19.5022557439596
VALE DO LUAR	MINAS GERAIS	-43.8965554480607	-19.505953051913
CAMINHO DA SERRA	MINAS GERAIS	-43.8886447833886	-19.5000377310473
RECANTO DO RIO I	MINAS GERAIS	-43.8905980819099	-19.5365709804576
RECANTO DO RIO II	MINAS GERAIS	-43.8867269294193	-19.535018145568
LAGOA DA SERRA	MINAS GERAIS	-43.8045862317552	-19.3975370582974
TERRA DE ARROZ	MINAS GERAIS	-43.6306528201993	-19.3473629075042
MORADA DA LUA	MINAS GERAIS	-43.7088405022991	-19.3860560546806
RECANTO DA SERRA	MINAS GERAIS	-43.7404200700959	-19.3995036106423
SANTO ANTÔNIO DE PALMAS	MINAS GERAIS	-43.930465974093	-19.4376472017551
SANTA FELICIDADE	MINAS GERAIS	-43.8530561901708	-19.4651307689255
CURRALINHO	MINAS GERAIS	-43.787667353426	-19.3769990024281
JACINTO	MINAS GERAIS	-40.2914288341066	-16.1411618529223
CONCEIÇÃO	MINAS GERAIS	-40.4670162002238	-16.1950954694102
AVAÍ DO JACINTO	MINAS GERAIS	-40.4114358511389	-16.0282295318216
JAGUARÃO	MINAS GERAIS	-40.2550305518909	-16.3891480663832
BOM JARDIM	MINAS GERAIS	-40.3691825685078	-16.3647200348504
JACUÍ	MINAS GERAIS	-46.7420103807098	-21.0176021589274
JACUTINGA	MINAS GERAIS	-46.6123411663105	-22.286638029799
SÃO LUIZ	MINAS GERAIS	-46.6427340235302	-22.2711446051965
SÃO SEBASTIÃO DOS ROBERTOS	MINAS GERAIS	-46.5319553949503	-22.2140634733667
SAPUCAÍ	MINAS GERAIS	-46.7054471746748	-22.3183902300014
